cle,nom,departement,latitude,longitude
ancerville,Ancerville,55,48.63991,5.02374
ancerville,Ancerville,57,49.03296,6.39803
ancerviller,Ancerviller,54,48.53336,6.83699
ancey,Ancey,21,47.33372,4.82268
anchamps,Anchamps,8,49.92474,4.66427
anche,Anché,37,47.13224,0.30777
anche,Anché,86,46.34964,0.27029
anchenoncourt et chazel,Anchenoncourt-et-Chazel,70,47.86173,6.11529
ancienville,Ancienville,2,49.21864,3.20809
ancier,Ancier,70,47.4441,5.63642
ancinnes,Ancinnes,72,48.36034,0.17383
ancizan,Ancizan,65,42.89933,0.2838
ancone,Ancône,26,44.5798,4.72036
ancourt,Ancourt,76,49.90855,1.17899
ancourteville sur hericourt,Ancourteville-sur-Héricourt,76,49.69075,0.66065
ancretieville saint victor,Ancretiéville-Saint-Victor,76,49.65452,0.96745
ancretteville sur mer,Ancretteville-sur-Mer,76,49.78926,0.5042
ancteville,Ancteville,50,49.10304,-1.45942
anctoville sur boscq,Anctoville-sur-Boscq,50,48.84613,-1.52841
ancy,Ancy,69,45.83216,4.50377
ancy dornot,Ancy-Dornot,57,49.06538,6.04478
ancy le franc,Ancy-le-Franc,89,47.77728,4.16461
ancy le libre,Ancy-le-Libre,89,47.80563,4.14511
andainville,Andainville,80,49.8912,1.78468
andance,Andance,7,45.22796,4.79739
andancette,Andancette,26,45.24642,4.81244
ande,Andé,27,49.22803,1.24536
andechy,Andechy,80,49.71472,2.70663
andel,Andel,22,48.49449,-2.55104
andelain,Andelain,2,49.64118,3.36954
andelaroche,Andelaroche,3,46.25012,3.74613
andelarre,Andelarre,70,47.59026,6.09075
andelarrot,Andelarrot,70,47.57824,6.09869
andelat,Andelat,15,45.06998,3.05933
andelnans,Andelnans,90,47.60317,6.8657
andelot blancheville,Andelot-Blancheville,52,48.23584,5.28593
andelot en montagne,Andelot-en-Montagne,39,46.85911,5.92898
andelot morval,Andelot-Morval,39,46.42376,5.4268
andelu,Andelu,78,48.88823,1.81108
andernay,Andernay,55,48.78379,4.95244
andernos les bains,Andernos-les-Bains,33,44.75452,-1.08109
anderny,Anderny,54,49.33564,5.88195
andert et condon,Andert-et-Condon,1,45.78736,5.65788
andeville,Andeville,60,49.25757,2.16835
andillac,Andillac,81,44.00512,1.89354
andilly,Andilly,17,46.263,-1.01766
andilly,Andilly,54,48.76708,5.88801
andilly,Andilly,74,46.07021,6.071
andilly,Andilly,95,49.00841,2.30277
andilly en bassigny,Andilly-en-Bassigny,52,47.92837,5.52049
andiran,Andiran,47,44.10233,0.28551
andlau,Andlau,67,48.3907,7.38488
andoins,Andoins,64,43.30033,-0.22314
andolsheim,Andolsheim,68,48.06522,7.43654
andon,Andon,6,43.77699,6.82319
andonville,Andonville,45,48.2741,2.02319
andornay,Andornay,70,47.65866,6.59842
andouille,Andouillé,53,48.17714,-0.79269
andouille neuville,Andouillé-Neuville,35,48.29757,-1.59589
andouque,Andouque,81,44.00854,2.30257
andrein,Andrein,64,43.39971,-0.88928
andres,Andres,62,50.86583,1.91824
andrest,Andrest,65,43.31623,0.06613
andresy,Andrésy,78,48.98155,2.05026
andrezel,Andrezel,77,48.6146,2.80663
andrezieux boutheon,Andrézieux-Bouthéon,42,45.53499,4.2765
andryes,Andryes,89,47.53023,3.46612
anduze,Anduze,30,44.05079,3.97484
aneres,Anères,65,43.07607,0.46444
anet,Anet,28,48.85311,1.44282
angais,Angaïs,64,43.2387,-0.2473
ange,Angé,41,47.31652,1.23978
angeac champagne,Angeac-Champagne,16,45.61376,-0.28959
angeac charente,Angeac-Charente,16,45.62304,-0.08173
angecourt,Angecourt,8,49.63507,4.97726
angeduc,Angeduc,16,45.47831,-0.0553
angely,Angely,89,47.56068,4.01178
angeot,Angeot,90,47.6955,7.00609
angers,Angers,49,47.47684,-0.55613
angerville,Angerville,14,49.24431,-0.02756
angerville,Angerville,91,48.30956,2.00619
angerville bailleul,Angerville-Bailleul,76,49.66787,0.45434
angerville l orcher,Angerville-l'Orcher,76,49.5867,0.29263
angerville la campagne,Angerville-la-Campagne,27,48.98897,1.15705
angerville la martel,Angerville-la-Martel,76,49.76811,0.50169
angervilliers,Angervilliers,91,48.59112,2.05865
angeville,Angeville,82,43.99382,1.03112
angevillers,Angevillers,57,49.38759,6.0426
angicourt,Angicourt,60,49.31489,2.50252
angiens,Angiens,76,49.8337,0.79898
angirey,Angirey,70,47.45488,5.7733
angivillers,Angivillers,60,49.48895,2.49971
anglade,Anglade,33,45.2115,-0.63822
anglards de saint flour,Anglards-de-Saint-Flour,15,44.98875,3.15851
anglards de salers,Anglards-de-Salers,15,45.19687,2.46564
anglars,Anglars,46,44.74749,1.8985
anglars juillac,Anglars-Juillac,46,44.4865,1.20856
anglars nozac,Anglars-Nozac,46,44.78272,1.40863
anglars saint felix,Anglars-Saint-Félix,12,44.41617,2.2385
anglefort,Anglefort,1,45.90937,5.79516
anglemont,Anglemont,88,48.37577,6.66845
angles,Angles,4,43.94433,6.55232
angles,Anglès,81,43.55047,2.58242
angles,Angles,85,46.38705,-1.40049
angles sur l anglin,Angles-sur-l'Anglin,86,46.6987,0.89625
anglesqueville l esneval,Anglesqueville-l'Esneval,76,49.63045,0.23544
anglesqueville la bras long,Anglesqueville-la-Bras-Long,76,49.77812,0.78257
anglet,Anglet,64,43.49178,-1.51623
angliers,Angliers,17,46.20611,-0.94911
angliers,Angliers,86,46.93859,0.10224
anglure,Anglure,51,48.58735,3.81745
anglure sous dun,Anglure-sous-Dun,71,46.2359,4.37062
angluzelles et courcelles,Angluzelles-et-Courcelles,51,48.66634,3.90589
angoisse,Angoisse,24,45.42991,1.15057
angomont,Angomont,54,48.50487,6.97199
angos,Angos,65,43.1986,0.16149
angouleme,Angoulême,16,45.64726,0.14514
angoulins,Angoulins,17,46.1067,-1.10618
angoume,Angoumé,40,43.70036,-1.14196
angous,Angous,64,43.29284,-0.81254
angoustrine villeneuve des escaldes,Angoustrine-Villeneuve-des-Escaldes,66,42.56443,1.95068
angoville,Angoville,14,48.94378,-0.37343
angres,Angres,62,50.40959,2.75124
angresse,Angresse,40,43.65861,-1.3634
angrie,Angrie,49,47.57784,-0.96814
anguilcourt le sart,Anguilcourt-le-Sart,2,49.69409,3.42823
angy,Angy,60,49.33447,2.32846
anhaux,Anhaux,64,43.14593,-1.30104
anhiers,Anhiers,59,50.40477,3.15371
aniane,Aniane,34,43.6835,3.59259
aniche,Aniche,59,50.33086,3.25574
anisy,Anisy,14,49.25086,-0.3988
anizy le chateau,Anizy-le-Château,2,49.50451,3.4313
anjeux,Anjeux,70,47.8815,6.20949
anjou,Anjou,38,45.34859,4.88275
anjouin,Anjouin,36,47.20089,1.80745
anjoutey,Anjoutey,90,47.70234,6.9275
anla,Anla,65,43.00537,0.59147
anlezy,Anlezy,58,46.9666,3.49854
anlhiac,Anlhiac,24,45.32146,1.12083
annay,Annay,58,47.53086,2.94137
annay,Annay,62,50.46166,2.88244
annay la cote,Annay-la-Côte,89,47.55292,3.87021
annay sur serein,Annay-sur-Serein,89,47.72871,3.96334
annebault,Annebault,14,49.24897,0.05405
annecy,Annecy,74,45.89064,6.12552
annecy le vieux,Annecy-le-Vieux,74,45.91934,6.16076
annelles,Annelles,8,49.43163,4.41382
annemasse,Annemasse,74,46.19097,6.24251
anneot,Annéot,89,47.51677,3.87932
annepont,Annepont,17,45.84515,-0.60694
annequin,Annequin,62,50.50329,2.71958
annesse et beaulieu,Annesse-et-Beaulieu,24,45.18269,0.59534
annet sur marne,Annet-sur-Marne,77,48.92233,2.70855
anneux,Anneux,59,50.15702,3.12506
anneville ambourville,Anneville-Ambourville,76,49.45004,0.89198
anneville en saire,Anneville-en-Saire,50,49.63621,-1.28555
anneville la prairie,Annéville-la-Prairie,52,48.20073,5.08749
anneville sur mer,Anneville-sur-Mer,50,49.1206,-1.58683
anneville sur scie,Anneville-sur-Scie,76,49.83869,1.09303
anneyron,Anneyron,26,45.27186,4.8917
annezay,Annezay,17,46.01033,-0.69608
annezin,Annezin,62,50.5396,2.61907
annoire,Annoire,39,46.95857,5.27703
annois,Annois,2,49.72107,3.17612
annoisin chatelans,Annoisin-Chatelans,38,45.76079,5.29198
annoix,Annoix,18,46.96903,2.54279
annonay,Annonay,7,45.24609,4.65027
annonville,Annonville,52,48.38642,5.26981
annot,Annot,4,43.962,6.66396
annouville vilmesnil,Annouville-Vilmesnil,76,49.67946,0.43168
annoux,Annoux,89,47.62355,4.05101
annoville,Annoville,50,48.96132,-1.53199
annullin,Annœullin,59,50.52652,2.92754
anor,Anor,59,49.99494,4.11786
anos,Anos,64,43.39748,-0.28922
anost,Anost,71,47.07707,4.09242
anould,Anould,88,48.18477,6.9407
anoux,Anoux,54,49.27276,5.86471
anoye,Anoye,64,43.39653,-0.13628
anquetierville,Anquetierville,76,49.53632,0.63295
anrosey,Anrosey,52,47.84492,5.66083
ansac sur vienne,Ansac-sur-Vienne,16,45.9943,0.61973
ansacq,Ansacq,60,49.3502,2.36432
ansan,Ansan,32,43.68705,0.78141
ansauville,Ansauville,54,48.81233,5.82286
ansauvillers,Ansauvillers,60,49.5673,2.38642
anse,Anse,69,45.94226,4.70797
anse bertrand,Anse-Bertrand,971,16.46556,-61.46167
ansignan,Ansignan,66,42.7627,2.52092
ansost,Ansost,65,43.43247,0.10978
ansouis,Ansouis,84,43.73652,5.47137
anstaing,Anstaing,59,50.60352,3.1892
antagnac,Antagnac,47,44.35621,-0.00209
anterrieux,Anterrieux,15,44.83138,3.05708
anteuil,Anteuil,25,47.37582,6.57605
antezant la chapelle,Antezant-la-Chapelle,17,45.99507,-0.48287
anthe,Anthé,47,44.3736,0.95522
anthelupt,Anthelupt,54,48.60334,6.4153
anthenay,Anthenay,51,49.1392,3.73534
antheny,Antheny,8,49.84443,4.30478
antheuil,Antheuil,21,47.17644,4.74943
antheuil portes,Antheuil-Portes,60,49.50046,2.73385
anthien,Anthien,58,47.30906,3.72508
anthon,Anthon,38,45.78476,5.15419
anthy sur leman,Anthy-sur-Léman,74,46.35306,6.42749
antibes,Antibes,6,43.58747,7.10635
antichan,Antichan,65,42.99247,0.58383
antichan de frontignes,Antichan-de-Frontignes,31,42.9697,0.67691
antignac,Antignac,15,45.35131,2.56147
antignac,Antignac,31,42.83117,0.5877
antigny,Antigny,85,46.61918,-0.76703
antigny,Antigny,86,46.536,0.83915
antigny la ville,Antigny-la-Ville,21,47.10128,4.55975
antilly,Antilly,57,49.19731,6.24825
antilly,Antilly,60,49.15507,2.98807
antin,Antin,65,43.33242,0.29011
antisanti,Antisanti,2B,42.15624,9.38407
antist,Antist,65,43.11988,0.13525
antogny le tillac,Antogny-le-Tillac,37,46.96845,0.55479
antoigne,Antoigné,49,47.07848,-0.13176
antoingt,Antoingt,63,45.50045,3.18403
antonne et trigonant,Antonne-et-Trigonant,24,45.23005,0.83165
antony,Antony,92,48.75034,2.29933
antraigues sur volane,Antraigues-sur-Volane,7,44.73932,4.35518
antrain,Antrain,35,48.46234,-1.47876
antran,Antran,86,46.87708,0.5307
antras,Antras,32,43.72978,0.44405
antras,Antras,9,42.87326,0.90109
antrenas,Antrenas,48,44.58811,3.25393
antugnac,Antugnac,11,42.96223,2.21863
antully,Antully,71,46.89265,4.40285
anveville,Anvéville,76,49.69965,0.74889
anville,Anville,16,45.83131,-0.1217
anvin,Anvin,62,50.45039,2.25792
any martin rieux,Any-Martin-Rieux,2,49.88237,4.22351
anzat le luguet,Anzat-le-Luguet,63,45.33062,3.01194
anzeling,Anzeling,57,49.26831,6.46229
anzeme,Anzême,23,46.25409,1.84998
anzex,Anzex,47,44.28627,0.17041
anzin,Anzin,59,50.37536,3.51113
anzin saint aubin,Anzin-Saint-Aubin,62,50.31788,2.74105
anzy le duc,Anzy-le-Duc,71,46.32392,4.07162
aoste,Aoste,38,45.59762,5.6129
aougny,Aougny,51,49.18745,3.7249
aouste,Aouste,8,49.79522,4.31356
aouste sur sye,Aouste-sur-Sye,26,44.70668,5.05731
aouze,Aouze,88,48.38428,5.86743
apach,Apach,57,49.46027,6.38601
apatou,Apatou,973,4.83045,-54.27055
apchat,Apchat,63,45.37384,3.14814
apchon,Apchon,15,45.24485,2.69777
apinac,Apinac,42,45.39138,3.99458
appelle,Appelle,81,43.58068,1.9533
appenai sous belleme,Appenai-sous-Bellême,61,48.3401,0.56471
appenans,Appenans,25,47.45122,6.56927
appenwihr,Appenwihr,68,48.02527,7.45257
appeville,Appeville,50,49.32704,-1.33591
appeville annebault,Appeville-Annebault,27,49.32227,0.65105
appietto,Appietto,2A,42.0032,8.73356
appilly,Appilly,60,49.58242,3.12116
appoigny,Appoigny,89,47.86636,3.51999
apprieu,Apprieu,38,45.39736,5.49637
appy,Appy,9,42.80358,1.74202
apremont,Apremont,1,46.2055,5.65781
apremont,Apremont,60,49.22865,2.51358
apremont,Apremont,70,47.39255,5.52973
apremont,Apremont,73,45.50122,5.93653
apremont,Apremont,8,49.25936,4.96764
apremont,Apremont,85,46.75727,-1.74841
apremont la foret,Apremont-la-Forêt,55,48.84388,5.62186
apremont sur allier,Apremont-sur-Allier,18,46.91109,3.0187
aprey,Aprey,52,47.77136,5.19888
apt,Apt,84,43.87939,5.38922
arabaux,Arabaux,9,42.98052,1.6339
araches la frasse,Arâches-la-Frasse,74,46.03027,6.66062
aragnouet,Aragnouet,65,42.78422,0.17817
aragon,Aragon,11,43.29877,2.30707
aramits,Aramits,64,43.13183,-0.72447
aramon,Aramon,30,43.9042,4.68302
aranc,Aranc,1,46.00153,5.51131
arancou,Arancou,64,43.44388,-1.0528
arandas,Arandas,1,45.89082,5.4987
arandon,Arandon,38,45.71656,5.44444
arandon passins,Arandon-Passins,38,45.6918,5.42912
araujuzon,Araujuzon,64,43.35066,-0.83014
araules,Araules,43,45.06504,4.16875
araux,Araux,64,43.34099,-0.81942
arbanats,Arbanats,33,44.671,-0.40277
arbas,Arbas,31,42.99256,0.90563
arbecey,Arbecey,70,47.73528,5.9321
arbellara,Arbellara,2A,41.6711,8.98936
arbent,Arbent,1,46.28349,5.69062
arbeost,Arbéost,65,42.98001,-0.2744
arberats sillegue,Arbérats-Sillègue,64,43.34081,-0.99176
arbigny,Arbigny,1,46.47768,4.95994
arbigny sous varennes,Arbigny-sous-Varennes,52,47.86057,5.61075
arbin,Arbin,73,45.51093,6.07456
arbis,Arbis,33,44.67259,-0.25472
arblade le bas,Arblade-le-Bas,32,43.70522,-0.17265
arblade le haut,Arblade-le-Haut,32,43.74077,-0.06179
arbois,Arbois,39,46.89417,5.77318
arbon,Arbon,31,43.0009,0.73108
arbonne,Arbonne,64,43.42212,-1.54907
arbonne la foret,Arbonne-la-Forêt,77,48.41034,2.5611
arboras,Arboras,34,43.72127,3.47409
arbori,Arbori,2A,42.12783,8.79545
arbot,Arbot,52,47.84725,5.01731
arbouans,Arbouans,25,47.48852,6.80808
arboucave,Arboucave,40,43.60593,-0.44174
arbouet sussaute,Arbouet-Sussaute,64,43.3718,-0.9895
arbourse,Arbourse,58,47.24879,3.22399
arboussols,Arboussols,66,42.66604,2.49328
arboys en bugey,Arboys en Bugey,1,45.72376,5.65263
arbrissel,Arbrissel,35,47.92721,-1.29533
arbus,Arbus,64,43.32442,-0.50627
arbusigny,Arbusigny,74,46.08624,6.20735
arc en barrois,Arc-en-Barrois,52,47.94761,5.02233
arc et senans,Arc-et-Senans,25,47.0351,5.76978
arc les gray,Arc-lès-Gray,70,47.46286,5.58172
arc sous cicon,Arc-sous-Cicon,25,47.05213,6.39971
arc sous montenot,Arc-sous-Montenot,25,46.91518,6.00599
arc sur tille,Arc-sur-Tille,21,47.33823,5.20032
arcachon,Arcachon,33,44.6529,-1.1743
arcais,Arçais,79,46.30129,-0.69537
arcambal,Arcambal,46,44.45437,1.54749
arcangues,Arcangues,64,43.42608,-1.51682
arcay,Arçay,18,46.96254,2.33591
arcay,Arçay,86,46.95203,0.00334
arceau,Arceau,21,47.37592,5.19629
arcenant,Arcenant,21,47.14039,4.8375
arcens,Arcens,7,44.90051,4.31778
arces,Arces,17,45.56039,-0.87366
arces dilo,Arces-Dilo,89,48.09831,3.59434
arcey,Arcey,21,47.27464,4.82435
arcey,Arcey,25,47.51949,6.65187
archail,Archail,4,44.11107,6.33071
archamps,Archamps,74,46.12223,6.13971
archelange,Archelange,39,47.14849,5.52058
arches,Arches,15,45.29849,2.31776
arches,Arches,88,48.11333,6.51406
archettes,Archettes,88,48.13215,6.54859
archiac,Archiac,17,45.52289,-0.30186
archignac,Archignac,24,45.01576,1.2916
archignat,Archignat,3,46.36709,2.41001
archigny,Archigny,86,46.67159,0.68123
archingeay,Archingeay,17,45.92833,-0.71722
archon,Archon,2,49.74413,4.11909
arcinges,Arcinges,42,46.13467,4.28747
arcins,Arcins,33,45.07658,-0.70963
arcis le ponsart,Arcis-le-Ponsart,51,49.22466,3.68878
arcis sur aube,Arcis-sur-Aube,10,48.52783,4.14197
arcizac adour,Arcizac-Adour,65,43.14966,0.09067
arcizac ez angles,Arcizac-ez-Angles,65,43.0961,0.01503
arcizans avant,Arcizans-Avant,65,42.95918,-0.11908
arcizans dessus,Arcizans-Dessus,65,42.99602,-0.16078
arcomps,Arcomps,18,46.67604,2.42651
arcon,Arçon,25,46.96585,6.3787
arcon,Arcon,42,46.00863,3.86961
arconcey,Arconcey,21,47.21583,4.46109
arconnay,Arçonnay,72,48.39549,0.08113
arconsat,Arconsat,63,45.89813,3.71596
arconville,Arconville,10,48.15615,4.72891
arcueil,Arcueil,94,48.80588,2.33351
arcy sainte restitue,Arcy-Sainte-Restitue,2,49.25488,3.47829
arcy sur cure,Arcy-sur-Cure,89,47.59648,3.76078
ardelles,Ardelles,28,48.54608,1.17906
ardelu,Ardelu,28,48.3549,1.91257
ardenais,Ardenais,18,46.64503,2.35185
ardenay sur merize,Ardenay-sur-Mérize,72,47.99363,0.42802
ardengost,Ardengost,65,42.92754,0.41415
ardentes,Ardentes,36,46.73596,1.82403
ardes,Ardes,63,45.39841,3.11786
ardeuil et montfauxelles,Ardeuil-et-Montfauxelles,8,49.26723,4.70481
ardiege,Ardiège,31,43.06677,0.64402
ardilleux,Ardilleux,79,46.09303,-0.04376
ardillieres,Ardillières,17,46.04988,-0.89014
ardin,Ardin,79,46.48168,-0.55505
ardizas,Ardizas,32,43.72368,0.99897
ardoix,Ardoix,7,45.19136,4.7432
ardon,Ardon,39,46.77295,5.87755
ardon,Ardon,45,47.78816,1.88281
ardouval,Ardouval,76,49.74091,1.27312
ardres,Ardres,62,50.87688,1.98398
aregno,Aregno,2B,42.59175,8.87689
areines,Areines,41,47.79805,1.10278
arelaune en seine,Arelaune-en-Seine,76,49.44635,0.75346
aren,Aren,64,43.24796,-0.72559
arengosse,Arengosse,40,44.03378,-0.78735
arenthon,Arenthon,74,46.09813,6.33867
ares,Arès,33,44.79523,-1.07883
aresches,Aresches,39,46.89333,5.91986
aressy,Aressy,64,43.27805,-0.32813
arette,Arette,64,43.03987,-0.73569
arfeuille chatain,Arfeuille-Châtain,23,46.06041,2.43472
arfeuilles,Arfeuilles,3,46.14315,3.74329
arfons,Arfons,81,43.42463,2.18966
argagnon,Argagnon,64,43.46174,-0.67631
arganchy,Arganchy,14,49.22998,-0.73162
argancon,Argançon,10,48.25031,4.59609
argancy,Argancy,57,49.19896,6.21054
argein,Argein,9,42.92414,0.99087
argeles bagneres,Argelès-Bagnères,65,43.09175,0.19673
argeles gazost,Argelès-Gazost,65,43.006,-0.09636
argeles sur mer,Argelès-sur-Mer,66,42.53522,3.0243
argeliers,Argeliers,11,43.31102,2.91115
argelliers,Argelliers,34,43.72495,3.67421
argelos,Argelos,40,43.58137,-0.62145
argelos,Argelos,64,43.44898,-0.34646
argelouse,Argelouse,40,44.37198,-0.63279
argences,Argences,14,49.13397,-0.15852
argences en aubrac,Argences en Aubrac,12,44.80039,2.74348
argens minervois,Argens-Minervois,11,43.24583,2.77062
argent sur sauldre,Argent-sur-Sauldre,18,47.56265,2.43009
argentan,Argentan,61,48.73219,-0.01323
argentat sur dordogne,Argentat-sur-Dordogne,19,45.10117,1.93436
argentenay,Argentenay,89,47.82252,4.11478
argenteuil,Argenteuil,95,48.95113,2.24104
argenteuil sur armancon,Argenteuil-sur-Armançon,89,47.74379,4.10155
argentieres,Argentières,77,48.65206,2.87089
argentine,Argentine,73,45.48939,6.33337
argenton,Argenton,47,44.38451,0.06669
argenton l eglise,Argenton-l'Église,79,47.05297,-0.25151
argenton notre dame,Argenton-Notre-Dame,53,47.78183,-0.59921
argenton sur creuse,Argenton-sur-Creuse,36,46.57879,1.49263
argentonnay,Argentonnay,79,46.97843,-0.46888
argentre,Argentré,53,48.09067,-0.63212
argentre du plessis,Argentré-du-Plessis,35,48.04837,-1.13833
argenvieres,Argenvières,18,47.14077,2.9923
argenvilliers,Argenvilliers,28,48.2764,0.96914
argers,Argers,51,49.06679,4.85773
arget,Arget,64,43.54496,-0.53209
argiesans,Argiésans,90,47.60497,6.82328
argillieres,Argillières,70,47.66469,5.62546
argilliers,Argilliers,30,43.98157,4.49083
argilly,Argilly,21,47.06856,5.02486
argis,Argis,1,45.93372,5.48251
argiusta moriccio,Argiusta-Moriccio,2A,41.81564,9.03247
argol,Argol,29,48.24961,-4.29867
argonay,Argonay,74,45.94727,6.14837
argouges,Argouges,50,48.49163,-1.3795
argoules,Argoules,80,50.33765,1.81791
argueil,Argueil,76,49.54593,1.52572
arguel,Arguel,25,47.18426,6.00851
arguel,Arguel,80,49.87658,1.80744
arguenos,Arguenos,31,42.95922,0.72694
argut dessous,Argut-Dessous,31,42.89244,0.71552
arguves,Argœuves,80,49.94139,2.24676
argy,Argy,36,46.94108,1.46153
arhansus,Arhansus,64,43.25485,-1.02447
aries espenan,Aries-Espénan,65,43.27577,0.53012
arifat,Arifat,81,43.77588,2.35292
arignac,Arignac,9,42.8761,1.59508
arinthod,Arinthod,39,46.40009,5.58894
arith,Arith,73,45.72132,6.06343
arjuzanx,Arjuzanx,40,44.0174,-0.84722
arlanc,Arlanc,63,45.4208,3.72311
arlay,Arlay,39,46.76953,5.52939
arlebosc,Arlebosc,7,45.0403,4.63051
arlempdes,Arlempdes,43,44.86692,3.90308
arles,Arles,13,43.54687,4.66216
arles sur tech,Arles-sur-Tech,66,42.44982,2.62632
arlet,Arlet,43,45.11262,3.41043
arleuf,Arleuf,58,47.04041,4.01572
arleux,Arleux,59,50.28207,3.11314
arleux en gohelle,Arleux-en-Gohelle,62,50.36437,2.86961
arlos,Arlos,31,42.87424,0.69521
armaille,Armaillé,49,47.71348,-1.13786
armancourt,Armancourt,60,49.37083,2.76401
armancourt,Armancourt,80,49.67676,2.71294
armaucourt,Armaucourt,54,48.8126,6.29826
armbouts cappel,Armbouts-Cappel,59,50.98159,2.34856
armeau,Armeau,89,48.04785,3.33706
armendarits,Armendarits,64,43.29959,-1.16164
armentieres,Armentières,59,50.69138,2.87972
armentieres en brie,Armentières-en-Brie,77,48.98056,3.01557
armentieres sur avre,Armentières-sur-Avre,27,48.68042,0.80513
armentieres sur ourcq,Armentières-sur-Ourcq,2,49.17342,3.3879
armentieux,Armentieux,32,43.52226,0.09726
armes,Armes,58,47.46296,3.56229
armillac,Armillac,47,44.55572,0.38993
armissan,Armissan,11,43.18764,3.08928
armix,Armix,1,45.85418,5.58358
armous et cau,Armous-et-Cau,32,43.57272,0.18734
armoy,Armoy,74,46.35236,6.5116
arnac,Arnac,15,45.06333,2.22627
arnac la poste,Arnac-la-Poste,87,46.26398,1.37338
arnac pompadour,Arnac-Pompadour,19,45.41063,1.36146
arnac sur dourdou,Arnac-sur-Dourdou,12,43.7187,2.94592
arnage,Arnage,72,47.92922,0.19134
arnancourt,Arnancourt,52,48.34921,4.91357
arnas,Arnas,69,46.01864,4.71055
arnaud guilhem,Arnaud-Guilhem,31,43.14652,0.89911
arnave,Arnave,9,42.8523,1.64612
arnaville,Arnaville,54,49.01313,6.02594
arnay le duc,Arnay-le-Duc,21,47.12756,4.47951
arnay sous vitteaux,Arnay-sous-Vitteaux,21,47.43729,4.49902
arnayon,Arnayon,26,44.49362,5.31166
arne,Arné,65,43.18101,0.49269
arneguy,Arnéguy,64,43.08556,-1.27602
arneke,Arnèke,59,50.84169,2.41843
arnicourt,Arnicourt,8,49.55396,4.34162
arnieres sur iton,Arnières-sur-Iton,27,48.98958,1.10363
arnos,Arnos,64,43.45877,-0.53329
arnouville,Arnouville,95,48.98583,2.41714
arnouville les mantes,Arnouville-lès-Mantes,78,48.91101,1.72044
aroffe,Aroffe,88,48.40908,5.89971
aromas,Aromas,39,46.29314,5.48821
aron,Aron,53,48.30367,-0.5497
aroue ithorots olhaiby,Aroue-Ithorots-Olhaïby,64,43.30854,-0.92843
aroz,Aroz,70,47.61388,6.00554
arpaillargues et aureillac,Arpaillargues-et-Aureillac,30,43.99969,4.36386
arpajon,Arpajon,91,48.59089,2.24349
arpajon sur cere,Arpajon-sur-Cère,15,44.8763,2.46427
arpavon,Arpavon,26,44.37091,5.27351
arpenans,Arpenans,70,47.62084,6.41264
arpheuilles,Arpheuilles,18,46.79159,2.56799
arpheuilles,Arpheuilles,36,46.89979,1.27398
arpheuilles saint priest,Arpheuilles-Saint-Priest,3,46.22695,2.66486
arphy,Arphy,30,44.0417,3.5868
arquenay,Arquenay,53,47.98601,-0.58803
arques,Arques,11,42.94722,2.38719
arques,Arques,12,44.32208,2.80405
